Edge Density,Fractal Dimension,Contour Count,Avg Contour Area,GLCM Contrast,GLCM Homogeneity,LBP Uniformity,Gradient Skewness,Label
0.00299072265625,1.7386043680393393,7,6.785714285714286,92.7926851322901,0.7844271829050743,0.662646484375,12.898811132727912,1
0.00412836227442969,1.9963678898061141,17,9.147058823529411,33.13844738102634,0.5284314077065686,0.23587702871410737,14.785315148606127,1
0.004335748792270532,1.165484953817437,19,5.578947368421052,11.710295456746287,0.41738928447177337,0.2081280193236715,3.972671555652659,1
0.00488037109375,1.5708355595245602,27,14.851851851851851,90.5860279262689,0.5183642712493576,0.26351318359375,10.548263719114129,1
0.00031302738309107737,0.0,2,4.5,8.72073904290264,0.46716401046241907,0.2221133431324514,19.63160059359445,1
0.012611177884615384,0.8529428637988163,194,9.628865979381443,43.81156150008113,0.5244938333234768,0.24314603365384616,12.063667819028076,1
0.0029443359375,1.9999999999999991,4,1.625,6.871303622525673,0.7753470164034798,0.64398193359375,6.720708656970089,1
0.004960440316477468,2.0624247412341,49,10.724489795918368,14.508804617146417,0.5075579433417954,0.22942896456828346,10.965776623601691,1
0.008647088353413655,0.6832835035177385,42,19.773809523809526,14.180103992177036,0.6859763579606242,0.4512675702811245,9.920049466656486,1
0.0011124328134637412,1.6549173328062459,6,18.0,25.41998774161857,0.6989272302175398,0.4284334890004993,25.707807175988897,1
0.001586206896551724,0.0,12,11.666666666666666,7.01106051758498,0.5788769044967845,0.30544827586206896,3.6485012892931903,1
0.0006536774628879892,0.9075976297128507,2,11.25,16.22739490572619,0.6377575109146434,0.344804318488529,26.18852692371973,1
0.020363408521303257,2.185034548077564,1,105.0,23.2469103087587,0.6366261224575134,0.39129072681704263,3.0467967403815566,1
0.0025875190258751904,1.8852617692898153,1,35.5,10.36353797769075,0.5656939163933661,0.2784627092846271,3.104300360164567,1
0.030653229634498118,1.7684075426972985,167,18.15868263473054,53.69489716095164,0.39400129246100174,0.21573648081206412,4.480785066813428,1
0.012886135057471264,1.776488239269942,14,8.571428571428571,15.675597361004039,0.6020282022325504,0.3774694683908046,3.463334005046026,1
0.0491943359375,1.1454318461493325,487,16.83983572895277,127.2591420433359,0.2196542674491301,0.200947265625,9.610508452524375,1
0.006265318627450981,1.5012954031272396,14,47.92857142857143,49.06715294267745,0.7374264475945811,0.543148743872549,12.638958411512252,1
0.21688878676470588,1.9789907216991434,908,54.15803964757709,197.53267884324526,0.19308517344644238,0.20061529820261437,2.722379593888695,1
0.0096484375,1.6421199522359795,129,7.162790697674419,111.62180355542947,0.2801496826544021,0.19360107421875,10.661218273153073,1
0.04701904296875,1.7598610871388807,491,12.575356415478614,139.41293998859038,0.2634256343890481,0.1980810546875,9.402591653484777,1
0.0,0.0,0,0.0,1.1398223301770076,0.7786244090338602,0.5410783055198973,1.372312018461285,1
0.002229654403567447,1.0219620238507385,1,0.0,44.60806585844958,0.5957537681393835,0.3456521739130435,14.06438316814481,1
0.0077341046712802765,1.182220802328566,116,9.85344827586207,58.239040277029936,0.6291302140788304,0.41761461937716265,12.271213017412924,1
0.1658591285488959,0.8865987749350739,889,32.96625421822272,199.46370891787393,0.13216499040916382,0.28717961356466876,7.315773870046391,1
0.150438381661442,2.0128836128086336,824,33.14623786407767,155.5528565622263,0.14373124022794537,0.27747844827586204,4.811371179752916,1
0.01375,1.339231742277876,1,0.0,248.40458683925027,0.7132635024254335,0.5090625,5.965625997164258,1
0.3237502749238068,0.9294585343192185,2418,30.850082712985937,371.0454438193493,0.08038647162685168,0.14438474670353263,1.0950148728752536,1
0.16570658623417722,0.0,894,33.395973154362416,125.60044829718106,0.1361709052239669,0.2587791732594937,1.1610717449982157,1
0.0,2.0474138181073487,0,0.0,0.7883920432637902,0.8114144367553412,0.6466980167654877,3.1259784544349873,1
0.0027995366284201237,1.5500624722733916,2,3.0,47.15304824192844,0.5555661923129351,0.28526312886142985,12.980435500081416,1
0.011633428300094967,1.879433624674981,4,8.75,16.60323267467126,0.5488017175132772,0.25902184235517567,5.7591960750815065,1
0.020571822478991596,2.020696136692486,104,24.096153846153847,44.25319976225482,0.467233310171415,0.2272157300420168,7.5400119186199595,1
0.0,2.1833405308874614,0,0.0,2.9566927321810135,0.6382391724134662,0.3216253443526171,1.279630722049555,1
0.0,0.0,0,0.0,3.4793050256596816,0.7812418387439128,0.5963938973647711,4.41989097698026,1
0.016203703703703703,1.6828192280417142,1,38.0,21.352757477196555,0.4461974115315707,0.2611111111111111,3.3795371694887173,1
0.03370571257961783,1.678513471466512,248,22.99798387096774,145.03893377701655,0.25177778245008536,0.24948994824840764,10.257543615440845,1
0.35582763671875,1.721853803201977,2007,99.91255605381166,2149.520545766676,0.04279598776484572,0.21306884765625,0.8368230987219171,1
0.09278711484593838,1.3981153492226752,6,30.0,152.4203285795097,0.1869243845841395,0.17682072829131654,2.2867455867728963,1
0.3705099534772278,1.9065509036422088,2486,67.82200321802091,2023.3530561269085,0.035624248989422874,0.1854496535750654,0.8834231240998643,1
0.006392415364583333,2.0000000000000004,17,41.44117647058823,17.86662593467859,0.8098921591506785,0.6724161783854167,10.536562218480285,1
0.17333251953125,1.7780929857037429,1323,24.566137566137566,174.47274239442476,0.18094599353888058,0.1836962890625,4.852175014913612,1
0.005319148936170213,2.4534452978042567,1,0.0,87.0056683854543,0.6767289203767561,0.4729279136233725,9.193529903647311,1
0.05672268907563025,1.4999999999999996,1,4.0,114.88211579518857,0.20945246119802413,0.18277310924369747,3.4507320043783922,1
0.064267578125,1.9999999999999991,407,27.42014742014742,69.9175726209816,0.24528086286637987,0.26336181640625,1.7849255248366032,1
0.001021029627772006,0.4039738636041591,16,7.625,4.150063916212442,0.6430781632282441,0.3593994435089982,4.737834757201108,1
0.095634765625,1.4160694510659697,676,20.28032544378698,190.20992558419022,0.22829145573163367,0.296162109375,7.9185785864453635,1
0.25784700315457415,1.0364751581003717,1562,37.467669654289374,262.62023354260486,0.11096361889368618,0.18134611593059938,5.2728983944755035,1
0.00025799793601651185,0.0,1,2.5,7.097402803782646,0.47340521686937287,0.21415671531770603,2.7307411571797156,1
0.0,-0.0,0,0.0,6.09608550253827,0.6710544502251652,0.40131578947368424,3.237555240233326,1
0.0091796875,1.6681499154377526,60,17.175,110.37493967915691,0.28334222958433336,0.2414990234375,10.516313197487998,1
0.0,0.9718247448223618,0,0.0,12.324249048161427,0.5401933187333214,0.25666199158485276,3.352090646599089,1
0.3477734375,1.01414781640596,1389,118.86681065514759,759.546572866216,0.07745147049055123,0.2214013671875,1.456809069917188,1
0.34011962890625,1.7020176400338571,2245,41.2902004454343,897.3298176914069,0.07006205197540588,0.2551318359375,1.6393990112047068,1
